,id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
19118274,7.433763236149749e+18,0,14102516,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,68aff667,6715887e,1,0,18091,320,50,2060,3,39,-1,23
22074094,2.396443151130126e+18,0,14102612,1005,0,6fcff501,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,500ee2a5,9bbdb88c,1,0,22246,320,50,2566,3,41,100155,42
21371915,1.7178109852994685e+18,0,14102609,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f4028951,be6db1d7,1,0,21413,320,50,2467,2,167,100079,23
37223538,1.1925007864704047e+19,1,14103006,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e36f8718,44c701de,1,0,23722,320,50,2716,3,47,-1,23
36069537,2.25607918716496e+18,1,14102922,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e988c706,d25693ce,1,0,15703,320,50,1722,0,35,-1,79
16808855,7.649934123041586e+18,0,14102501,1005,0,f291742b,73123598,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,12e4ea04,8f1db0bc,1,2,20395,320,50,2340,3,41,100111,159
8761250,5.591902876145264e+17,1,14102218,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ac5189cb,18087afc,1,0,21689,320,50,2496,3,167,-1,23
36171201,3.433964669322574e+18,1,14102923,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,c6cf7d03,158e4944,1,0,23728,320,50,2717,2,47,-1,23
32816980,1.586019627839241e+19,1,14102903,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d6fe6b2b,d787e91b,1,0,22915,320,50,2617,0,35,100084,51
10451203,7.790703219328542e+18,1,14102305,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dc14d7b1,3b2296b3,1,0,19998,216,36,2281,3,47,100182,42
4774846,1.1868121843727344e+19,0,14102205,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f86c5cf7,d787e91b,1,0,21790,320,50,2513,3,35,100131,68
10171098,5.305340245443662e+17,0,14102304,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0afc98f6,915cb819,1,0,21917,320,50,2528,0,35,100075,221
11145109,5.143845333714401e+18,0,14102309,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f9443d64,8a4875bd,1,0,20008,320,50,2283,0,163,-1,95
22300773,1.8222211277866437e+19,1,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,8f01e740,72a00661,1,0,20508,320,50,2351,3,163,100020,61
2867836,1.7197035398144297e+19,0,14102114,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4d919fad,8a4875bd,1,0,21731,320,50,2502,0,35,-1,221
38776139,5.347393222185561e+18,0,14103013,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,78847bbe,c6263d8a,1,0,24034,320,50,2754,0,35,100171,246
29842058,1.5324534321998885e+19,0,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,442cfede,2347f47a,cef3e649,00da44d0,0cff3da2,d6e0e6ff,1,3,23454,320,50,2688,1,33,-1,212
35600459,1.6228218974329508e+19,0,14102918,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1a668a3d,a5bce124,1,0,17753,320,50,1993,2,1063,100083,33
7357217,2.7795344874844385e+18,0,14102212,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4bc720f5,c4cff2ea,1,0,21770,320,50,2507,0,35,-1,157
33895810,1.5817170009325644e+19,1,14102909,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8365e3e4,e90f2770,1,0,23368,320,50,2680,3,815,100155,42
32100477,6.092396170478323e+18,0,14102821,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b1e56f3,0fadd2fe,1,0,22915,320,50,2617,0,35,-1,51
9073533,3.0313157939643034e+18,0,14102220,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2582efdc,a0f5f879,1,0,15699,320,50,1722,0,35,100083,79
24471622,5.820354959163484e+18,1,14102705,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5419d2db,744ae245,1,0,17262,320,50,1872,3,39,-1,23
37508400,5.649830562247904e+18,0,14103007,1010,1,85f751fd,c4e18dd6,50e219e0,fd5f799a,7801e8d9,cef3e649,468ee576,fae78b6b,7abbbd5c,4,2,11323,320,50,1174,3,47,-1,23
23115734,1.4882796642926148e+19,0,14102617,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,565a73aa,81b42528,1,0,6392,320,50,547,3,47,-1,23
20858797,6.591238654202343e+18,0,14102606,1005,0,235ba823,f6ebf28e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,67f291be,be87996b,1,2,8330,320,50,761,3,175,100077,23
39998014,7.139665939846687e+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,3ccc774e,be74e6fe,1,0,4687,320,50,423,2,39,100148,32
22159622,8.340355658294301e+18,0,14102612,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,da5a9a3b,4ea23a13,1,0,17014,320,50,1872,3,39,-1,23
27195375,1.368118273669895e+18,0,14102801,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d47ed305,8a4875bd,1,0,22677,320,50,2617,0,35,-1,51
21782587,1.5293252128771154e+19,0,14102611,1005,1,1e25e084,9164b420,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,403c95e3,5b211c0d,1,0,6393,320,50,547,3,47,100084,23
27650910,2.9191650148199716e+18,0,14102804,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6d6cc00f,8a4875bd,1,0,20008,320,50,2283,0,163,100076,95
19532582,8.739107093266622e+18,0,14102518,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,64f8e781,6ac9eb05,1,0,19772,320,50,2227,0,679,100079,48
29626588,5.281147676495008e+18,0,14102812,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,73b66ff8,3bb1ddd7,1,0,20271,320,50,2225,0,935,100101,48
28342956,1.2766247014803118e+19,1,14102808,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3f4140d9,c03563ed,1,0,23044,320,50,2660,2,35,100079,23
32423623,1.7767703398744412e+19,0,14102900,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cb54d62d,051263ee,1,0,19771,320,50,2227,0,935,100079,48
27053470,2.998417739167135e+18,0,14102723,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9dbaa1bd,1617d758,1,0,20980,320,50,2371,0,559,100217,46
10205869,7.424634987372386e+18,0,14102304,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,369686e6,76dc4769,1,0,21913,320,50,2528,0,35,100081,221
17781542,6.482635019735415e+18,1,14102510,1005,0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8c08cfdc,945dd5c4,1,0,20346,300,250,2331,2,39,-1,23
31894096,2.272645307224526e+18,0,14102820,1005,0,85f751fd,c4e18dd6,50e219e0,3d3198ca,2347f47a,0f2161f8,a99f214a,58277062,cd5b1559,1,2,377,320,50,112,3,1319,-1,15
36809289,2.9494441260055107e+18,0,14103004,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c5877790,4ea23a13,1,0,23137,320,50,2664,0,35,-1,51
27648109,2.588478646840933e+18,0,14102804,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cb9f93e4,8a4875bd,1,0,22680,320,50,2528,0,39,100075,221
37217622,1.1406161103018168e+19,0,14103006,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,15704f7f,2891f384,1,0,23804,320,50,2726,3,803,100052,229
18348805,2.280765538627574e+18,1,14102513,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2770a554,711ee120,1,0,17653,300,250,1994,2,39,-1,33
11108700,1.8998627057212268e+18,1,14102309,1002,0,dd305d98,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,79c266f6,b96be2f3,8debacdb,0,0,6563,320,50,572,2,39,-1,32
14353330,2.2787991415475397e+18,0,14102407,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e0fcdf9e,18353dfc,1,0,21957,320,50,2520,2,34,-1,90
39070659,7.800385982662496e+18,1,14103014,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,28d36daf,1aa0e912,1,0,15704,320,50,1722,0,35,-1,79
20021390,8.270891847454092e+18,0,14102523,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,24f568c6,f7c430ae,1,0,17212,320,50,1887,3,39,-1,23
21158749,1.5525255564718162e+18,1,14102608,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,f4b4370e,046943ce,7abbbd5c,1,0,17016,320,50,1873,3,39,-1,23
39420949,1.6472696042684934e+19,0,14103016,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac77b71a,4beb2ba6,1,0,22104,320,50,2545,0,431,-1,221
37496123,4.333743006386301e+18,0,14103007,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,530d09a9,9f765ab9,1,0,19772,320,50,2227,0,935,100081,48
2519804,1.7082415783030977e+19,1,14102112,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ef5c070c,1f0bc64f,1,0,21726,320,50,2502,0,35,100084,221
27294323,1.1816944175506127e+18,0,14102802,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,211f96b8,dc70b0f9,1,0,17262,320,50,1872,3,39,-1,23
14707497,2.9620696182088504e+18,1,14102409,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,29df8c30,04258293,1,0,19771,320,50,2227,0,679,100075,48
501786,1.3260432604755702e+19,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,97d75693,8a4875bd,1,0,15699,320,50,1722,0,35,100083,79
569534,2.4772143467330463e+18,1,14102103,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
1917575,1.47132547573084e+19,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,3b8f40e5,8a47c245,fce66524,1,0,6558,320,50,571,2,39,100050,32
35878889,3.417224328282506e+18,0,14102920,1005,0,85f751fd,c4e18dd6,50e219e0,76b29831,a8b0bf20,75d80bbe,a99f214a,f53e6d32,36b67a2a,1,0,21611,320,50,2480,3,297,100111,61
40328731,7.275420531169953e+18,1,14103022,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,ae0c2daf,aad45b01,1,0,20508,320,50,2351,3,163,100020,61
40291607,1.781234341308924e+19,1,14103022,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,44af81bc,ff065cf0,1,2,23161,320,50,2667,0,47,-1,221
31431892,1.4425835623574882e+19,0,14102818,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dece79d2,5ef191d3,1,0,19772,320,50,2227,0,935,-1,48
11014513,1.0087644402894403e+18,0,14102309,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,87b8c7d9,ad0177e7,1,0,17614,320,50,1993,2,1063,-1,33
8142410,2.2512501636164255e+18,0,14102215,1005,0,9a28a858,64778742,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,351499fa,520ca87c,1,0,21837,300,250,2523,0,35,100084,221
26656435,4.685867695510702e+18,0,14102719,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,01162a38,e1eae715,1,0,21191,320,50,2424,1,161,100190,71
24919190,1.7101793254398413e+18,0,14102708,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,1f75b1cf,36b67a2a,1,0,21816,320,50,2519,1,163,100191,71
21257263,7.593924566863623e+18,1,14102608,1005,0,85f751fd,c4e18dd6,50e219e0,090d3a47,0654b444,0f2161f8,a99f214a,aa53ed56,61b7308b,1,0,16859,320,50,1887,3,39,-1,23
26648427,3.831318112280989e+18,0,14102719,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,18c6b4e9,fa61e8fe,1,0,4687,320,50,423,2,39,100148,32
11581304,1.6315649010947602e+19,0,14102312,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,1081c9c2,1b8a6145,1,0,22161,320,50,2548,3,937,100155,61
22695190,1.334706576990157e+19,0,14102615,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,34c5cafa,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
11317632,5.533912022562343e+18,0,14102310,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3dd2510b,4ea23a13,1,0,22103,320,50,2545,0,39,100083,221
5656350,1.6496599993375588e+19,0,14102208,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,17cdffc6,76dc4769,1,0,21767,320,50,2506,0,35,100076,157
6361000,1.2267277888638579e+19,1,14102210,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,d1d0d9cc,ab7af0af,1,2,21768,320,50,2506,0,35,-1,157
33842490,1.105729142344469e+19,0,14102909,1012,1,893841f9,6570c193,70fb0e29,ecad2386,7801e8d9,07d7df22,a99f214a,b94e428b,eee53df3,1,0,23551,320,50,2698,0,163,-1,212
4660173,3.191824104071855e+18,0,14102204,1005,0,85f751fd,c4e18dd6,50e219e0,388d9bfb,2347f47a,cef3e649,c86c4d9f,5cba3edc,158e4944,1,3,21565,300,250,2476,2,167,-1,23
291506,1.282521932108479e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,2abf8ce1,a4b6f65b,1,0,20508,320,50,2351,3,163,100020,61
4487505,3.461794292678266e+18,0,14102203,1005,0,85f751fd,c4e18dd6,50e219e0,42da5b81,d9b5648e,0f2161f8,a99f214a,cc0c7695,99e427c9,1,0,21747,320,50,2504,3,41,100162,111
36448072,3.4404230731985853e+18,0,14103002,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,c8733a0f,2692a96a,1,3,21191,320,50,2424,0,161,100189,71
10947771,5.256784919607231e+16,0,14102308,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cfba4d39,ecb851b2,1,0,17894,320,50,2039,2,39,100077,32
21806885,1.696769022175676e+19,1,14102611,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,0aa655c6,d6e0e6ff,1,0,16688,320,50,1873,3,39,100061,23
14556392,4.777862183020964e+18,0,14102408,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,faaf96fb,981edffc,1,3,21191,320,50,2424,1,161,100190,71
31533781,5.097710319566916e+18,0,14102818,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0ceaa63f,72b1b966,1,2,19950,320,50,1800,3,167,100075,23
25694292,7.163027238688598e+18,0,14102713,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,31ea917f,2b580930,1,0,17016,320,50,1873,3,39,100173,23
24133186,1.6153071731614933e+19,0,14102703,1005,0,38f4081a,a87042d5,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,86907172,95a0fb49,1,0,8330,320,50,761,3,175,100074,23
19430190,1.6434993574965436e+19,0,14102518,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,21072010,3bd9e8e7,1,0,6393,320,50,547,3,47,100084,23
5881177,1.1040593160258144e+19,1,14102209,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,1f0bc64f,1,0,15702,320,50,1722,0,35,-1,79
26137662,1.1778165516398563e+19,0,14102717,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f6368531,6360f9ec,1,0,17037,320,50,1934,2,39,-1,16
10693915,1.7548818496531276e+19,0,14102307,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,45524b27,c6263d8a,1,0,22105,320,50,2545,0,35,-1,221
12338922,1.7590400062963157e+19,1,14102316,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,84252b12,649e7a14,1,0,16615,320,50,1863,3,39,-1,23
36714727,1.5061846157298614e+19,0,14103004,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8d90c13c,f07e20f8,1,0,23642,320,50,2709,3,39,-1,23
33109224,8.315680322370156e+17,0,14102904,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,05abcb24,ecb851b2,1,0,22680,320,50,2528,0,39,100081,221
8113396,1.6222659075663004e+19,0,14102215,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,93b0f097,711ee120,1,0,15699,320,50,1722,0,35,100084,79
10188289,6.34115779977104e+18,0,14102304,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,300fb45a,be74e6fe,1,0,16615,320,50,1863,3,39,-1,23
34526675,4.131771066928367e+18,0,14102912,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,f312b622,d78ba8ba,68b900d9,1,0,23809,300,50,2727,1,35,100076,251
37225218,1.2068684992113998e+19,0,14103006,1005,0,85f751fd,c4e18dd6,50e219e0,c743495f,2347f47a,0f2161f8,a99f214a,524f4229,2891f384,1,0,23804,320,50,2726,3,803,-1,229
39644520,2.2558428143817938e+18,0,14103017,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,2d03b59f,8a4875bd,1,0,21893,320,50,2526,0,167,100079,221
35242260,1.2578369903405265e+19,1,14102916,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7712068b,711ee120,1,0,23755,320,50,2724,0,35,100084,253
4497276,4.64950819508508e+18,1,14102203,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,84a9d856,6569eeb3,1,0,19016,300,250,2162,2,39,-1,33
4951454,5.516837137082368e+18,0,14102205,1005,1,450d6400,bea33b9a,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5a70385a,10ce9a37,1,0,21790,320,50,2513,3,35,-1,68
27338243,1.5992795439161051e+19,1,14102802,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d718ac2e,ad328c4d,1,0,4687,320,50,423,2,39,-1,32
29946425,2.7374804585917133e+18,1,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,a3f3c0ee,1ccc7835,1,0,23222,320,50,2676,0,35,100176,221
28279522,8.834519554892944e+18,0,14102807,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,827281f2,8a4875bd,1,0,22681,320,50,2528,0,39,100077,221
9384800,1.3099447524514568e+18,0,14102223,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2e7ccca3,6f21a189,1,0,21877,320,50,2526,0,35,-1,221
7930686,1.6484330286186592e+19,0,14102214,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,56f7247f,c436ccde,1,0,17262,320,50,1872,3,39,-1,23
18812781,1.7695875115854957e+19,1,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5eafacc5,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
21797591,1.63287119573153e+19,0,14102611,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,23d9eac9,8a4875bd,1,0,19950,320,50,1800,3,167,-1,23
30247108,1.4769519238031081e+19,1,14102814,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9e33a499,6332421a,1,0,23173,320,50,2668,0,35,-1,221
5908171,1.204509526576428e+19,1,14102209,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f18ecd1c,be87996b,1,2,15707,320,50,1722,0,35,100084,79
24104227,1.2136240553222701e+19,0,14102703,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9b9a8cbe,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
8972620,8.372951296861574e+18,0,14102219,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1d9c9792,0ccaa0a9,1,0,21882,320,50,2526,0,35,100075,221
21296461,1.097091944556981e+19,0,14102609,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,781af763,0bcabeaf,1,2,21191,320,50,2424,1,161,100193,71
4736218,9.48416898010782e+18,0,14102204,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,793c7657,c6263d8a,1,0,21758,320,50,2502,0,35,-1,221
31496098,2.4323667197534725e+18,1,14102818,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,7ab2afac,6c697831,1ccc7835,1,0,23091,320,50,2526,0,167,-1,221
10166468,5.023282646176787e+18,0,14102304,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,930ec31d,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61
39417690,1.6222871074626675e+19,0,14103016,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,e40bbc86,cb48deed,1,2,23737,320,50,2676,0,299,100176,221
31853379,1.4897105710690875e+18,0,14102820,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,316d304b,fbec56bc,1,0,22915,320,50,2617,0,35,100084,51
15662745,1.0564100886792167e+19,0,14102415,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,59a549a2,dc15c87e,1,2,22332,320,50,2577,2,167,-1,23
15801279,5.116466600655972e+18,0,14102415,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,7f02d122,25f5692b,43e7b962,0,0,6364,300,50,544,3,39,100074,23
27822834,3.395249255311544e+18,0,14102805,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5204cf89,24f6b932,1,0,22104,320,50,2545,0,167,100084,221
30014565,5.351049288423622e+18,0,14102813,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ec135ed5,429bf051,1,0,19772,320,50,2227,0,935,-1,48
32188289,1.6486103783012485e+19,0,14102822,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ab12bd6d,7fdd04d2,1,0,22914,320,50,2617,0,35,100083,51
17839192,1.161285694717257e+19,0,14102511,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,7fd88af3,2692a96a,1,3,21189,320,50,2424,1,161,100192,71
28115876,1.2521906791132418e+19,1,14102807,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,946754e5,6afc734f,1,0,22272,300,250,2569,0,39,100081,221
29052111,2.212306225359023e+18,0,14102810,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7a4c5012,d4897fef,1,0,22681,320,50,2528,0,39,100075,221
33748374,3.2277981720750034e+18,0,14102908,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,da9a8f06,7e757c26,1,0,23722,320,50,2716,3,35,100097,23
27184845,1.196753863414166e+19,1,14102801,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d7827f48,5db079b5,1,2,17653,300,250,1994,2,39,-1,33
9983990,1.0554909418969962e+19,1,14102304,1005,0,97be59d7,9aa7f147,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,87e84f56,d787e91b,1,0,22114,320,50,2547,2,35,-1,13
24168972,4.5034583242950856e+18,0,14102703,1002,0,85f751fd,c4e18dd6,50e219e0,255a58c8,7801e8d9,07d7df22,b8ae2118,0cd59baf,43e7b962,0,0,22672,320,50,2615,0,303,100111,70
21890579,6.182206512559144e+18,0,14102611,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b0d09f5f,981edffc,1,3,21191,320,50,2424,1,161,100193,71
8048743,1.04605551946573e+19,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,b2af6dff,382c2c9c,96a7c171,1,0,1037,320,50,178,3,1327,-1,15
34742054,6.019318136360011e+18,0,14102913,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6023cc3a,c6825584,1,0,23626,320,50,2707,3,937,100156,61
27784531,1.6582231893387045e+19,0,14102805,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,08b743d4,5096d134,1,0,22255,320,50,2545,0,167,-1,221
15410608,7.538207762232487e+18,0,14102413,1005,0,6fcff501,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af9205f9,3bb1ddd7,1,0,22288,320,50,2572,3,297,100156,42
